,type_post,username,name,following_count,follower_count,user_id,post_id,caption,timestamp,date_post,comment_count,like_count,retweet_count,user_likes,video_view,display_url,is_video,link,link.1,Brand,Likes_TW,Keyword/Hashtag,replies_count,Owner ID,source,ID
57349,,darmanto_almukhary,,2058,1145,','1963604267,' COWOLEBIHTAU  RESPEKNOMORSATU ,27-08-18,,0.0,10.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57350,,dhany_36191,,5098,1310,','7235237878,' cowolebihtau respeknomorsatu unitypointebo ,11-08-18,,0.0,10.0,,,,,,,,Umild,,respeknomorsatu,,,IG,
57351,,eighty.eight.squad,,1098,1130,','nan,'Siyap tempur BOSku!!!  cowokumild ,26-07-18,,4.0,6.0,,,,,,,,Umild,,cowokumild,,,IG,
57352,,explorevespabogor,,2143,2758,','2045803159,' from  scooter.school - Keseruan mods vs rokers.   parjo_id  modsvsrockersbgr  bogorcustomenthushiast .       scooter.school  scooterschool_solo  scooterschool_garut  vespaindonesia  scooterina  scooterindonesia  vespa  scooter  vespagram  instavespa  pelajar  pelajarindonesia  pelajarbervespa  piaggio  piaggiovespa  vespahobby  scooterhobby  vespacommunity  scootercommumity  streetphotography  vespaphotography  scooterschoolgarut  scooterschoolsolo  scooterschool  cowolebihtau  parjo2018  respeknomorsatu  kawanparjo  explorevespabogor ,29-08-18,,5.0,5.0,,,,,,,,Umild,,,,,IG,
57353,,felaybelink,,3010,862,','7292288218,' cowolebihtautangerang   unitypitstop   respeknomorsatu ,28-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57354,,firman_franky028,,5989,1425,','4943887942,' cowolebihtautangerang  unitypitstop  respeknomorsatu ,28-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57355,,iyust_yusthree,,5262,1855,','1493306594,' cowolebihtau   RespekNomorSatu ,27-08-18,,0.0,10.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57356,,jeemha_,,1110,2645,','567112959,'Sunset di tanah Cirebon  SID  SupermanIsDead  UnityPitstop ,21-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57357,,kak.ian,,5662,2122,','1719719209,' Mari kita pulang...  team  studiolimapromosindo  unitypoint ,12-05-18,,0.0,10.0,,,,,,,,Umild,,,,,IG,
57358,,lenianggraeni67,,2140,1209,','1608440143,' unitypitshop   reggaefest   cowolebihtau ,12-08-18,,0.0,10.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57359,,muehtar_07,,3706,1195,','1458472229,'  cowolebihtau   RESPEKNOMERSATU ,27-08-18,,1.0,9.0,,,,,,,,Umild,,,,,IG,
57360,,muhammad_ifal_al_bantani,,4772,2560,','2249657277,' unitypitstop   reggaefest2018  cowolebihtau ,12-08-18,,0.0,10.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57361,,nanda_rd08,,2609,2555,','2226465419,'Support unitypitstop...  unitypitstop   unity   unitypitstopxparjo ,02-08-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57362,,ndiw_diw,,2459,2837,','4129087953,'cowolebihtau recpect nomer satu   unitypitstop   unitypitstopxparjo   parjo2018   cowolebihtau   chopper   classic   clasikbersatu ,27-08-18,,0.0,10.0,,,,,,,,Umild,,unitypitstopxparjo,,,IG,
57363,,nrizal17,,2440,2135,','3501731372,'Parjo  cowolebihtautangerang  respeknomorsatu  unitypitstop ðŸ˜Ž ,28-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57364,,octa_alamsyah,,2987,746,','nan,'Perbedaan Menjadi Satu   unitypoint  unitypointtanjungbatu  roadtounitypitstop  roadtounitypitstoptanjungbalaikarimun  cowolebihtau  respeknomorsatu ,12-07-18,,0.0,10.0,,,,,,,,Umild,,roadtounitypitstop,,,IG,
57365,,octoviuz,,758,1984,','5810731897,' cowolebihtau  kfipati  brotherbold ,18-08-18,,0.0,10.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57366,,oppam_70,,5389,2219,','2126241045,'Tidak bisa di ungkapkan dengan kata kata  unitypitstop  cowolebihtautangerang   coworespect   cowoumild ,01-08-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57367,,rifky_93,,3316,2673,','509096732,'  respeknomersatu  cowolebihtau  3annivassasins ,28-04-18,,0.0,10.0,,,,,,,,Umild,,,,,IG,
57368,,rohmadthefamily,,3338,1234,','7781005334,' cowolebihtau  respectnomersatu  unitypointtebo ,11-08-18,,3.0,7.0,,,,,,,,Umild,,cowolebihtau,,,IG,
57369,,sardifreedombikers,,3011,1167,','3542917881,"'Unitypitstop TANJUNG BALAI KARIMUN!  Here comes the 2nd unitypitstop 2018! Come & Join Us in the most groundbreaking event in Tanjung Balai Karimun. Date : 11 Agustus 2018 Venue : Coastal Area, Panggung Pillar 9 Gate Open : 19.00 Wib  Guest Star : Zul ZIVILIA  Ngaku cowo? Ngaku lebih tau? Respek menjadi bagian dari hidup lo? Datang aja ke rangkaian unitypitstop!!! Local Band Performance | Live DJ |  Free Barbershop | Games | F&B Corner |  Moto Custom Corner | Food Truck  18+ FREE ENTRY (Cukup membawa KTP/SIM)   cowolebihtau   respeknomorsatu  unitypitstop  unitypitstoptanjungbalaikarimun  unitypitstoptanjungbalaikarimun2018  event  eokpj  rollingcity  convoy  tanjungbalaikarimun ",01-08-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57370,,scooter.school,,998,16534,','3222468779,' Keseruan mods vs rokers.   parjo_id  modsvsrockersbgr  bogorcustomenthushiast .       scooter.school  scooterschool_solo  scooterschool_garut  vespaindonesia  scooterina  scooterindonesia  vespa  scooter  vespagram  instavespa  pelajar  pelajarindonesia  pelajarbervespa  piaggio  piaggiovespa  vespahobby  scooterhobby  vespacommunity  scootercommumity  streetphotography  vespaphotography  scooterschoolgarut  scooterschoolsolo  scooterschool  cowolebihtau  parjo2018  respeknomorsatu  kawanparjo ,27-08-18,,5.0,5.0,,,,,,,,Umild,,,,,IG,
57371,,sijabatropidin,,5013,591,','7053881842,' cowoklebihtautangerang unitypitstop respeknomorsatu  ,28-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57372,,sijabatropidin,,5013,591,','7053881842,' cowolebihtautangerang  unitypitstop  respeknomorsatu ,28-07-18,,0.0,10.0,,,,,,,,Umild,,unitypitstop,,,IG,
57373,,squadlegendsampit,,2447,1395,','nan,'Squad Bubuhan Solo Tournament Mobile Legend  Bormeo autofest 201.      sampitkarnaval2018 borneoautofest2018 cowolebihtau  respeknomorsatu unitypitstopkotim salamsatuaspal lebihberasaberasalebih sampitinfo radarsampit infopalangkaraya infopky infokalteng redaksiborneonews infoseruyan infopangkalanbun infolamandau infosukamara infokatingan parjo_id sampithitz kopdargabbikersscooter kalteng borneo  unitypitstopkotim   ingga_music89  solagraciaproduction  mentayascooterclub  shaggydogjogja infoacarabikers  squadlegendsampit ,30-04-18,,0.0,10.0,,,,,,,,Umild,,parjo_id,,,IG,
